mode,label,broker,port,transport,tls,topic,seq,t_pub_ns,t_recv_ns,latency_s,qos,client_id,sent_known
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,88,102003313168500,102003481229100,0.1680606,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,89,102003364117500,102003554211400,0.1900939,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,90,102003415115300,102003627661800,0.2125465,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,91,102003465923500,102003627824700,0.1619012,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,92,102003516766300,102003700760400,0.1839941,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,93,102003567471500,102003777376000,0.2099045,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,94,102003618371200,102003777503500,0.1591323,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,95,102003668996600,102003856886600,0.18789,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,96,102003719970000,102003935675300,0.2157053,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,97,102003771018400,102003935898000,0.1648796,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,98,102003821915200,102004014230200,0.192315,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,99,102003872799800,102004108444900,0.2356451,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,100,102003923812400,102004108618000,0.1848056,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,101,102003974584500,102004183508900,0.2089244,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,102,102004025127600,102004256423700,0.2312961,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,103,102004075875900,102004256509700,0.1806338,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,104,102004126684700,102004334111900,0.2074272,0,latency-mqtt1883-e24f6577,True
mqtt1883,MQTT 1883 sin TLS,mqtt.mecatronica-ibero.mx,1883,tcp,False,huber/latency/mqtt1883/e24f6577,105,102004177185600,102004334246100,0.1570605,0,latency-mqtt1883-e24f6577,True
