mode,label,broker,port,transport,tls,count_requested,count_received,count_missing,qos,interval_s,mean_s,std_s,median_s,p95_s,p99_s,min_s,max_s,csv_path,png_path
wss443,WebSocket 443 con TLS,mqtt.mecatronica-ibero.mx,443,websockets,True,4000,4000,0,0,0.05,0.131998206425,0.05398199881255131,0.12342175,0.20863896999999992,0.3780830359999996,0.0745537,0.7442963,mqtt_latency_results\mqtt_latency_wss443_20260425_193513.csv,mqtt_latency_results\mqtt_latency_wss443_20260425_193513.png
